audio_path,speaker,time_start,time_end,text
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,0.0,11.137,Thank you for calling [ORGANIZATION] [ORGANIZATION] [ORGANIZATION] [ORGANIZATION].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,11.537,13.713,We fix your pains.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,14.113,16.941,"If you know your party's extension, dial it now."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,17.341,27.827,"For existing customers inquiring about an order status or scheduled appointment, press [PHONE_NUMBER] to receive an estimate or place a new order for your home or business."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,28.227,35.513,"To speak with the [ORGANIZATION] [ORGANIZATION] [ORGANIZATION], press [PHONE_NUMBER]."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,35.913,40.639,If you have received an estimate you would like to move forward with class.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,41.039,45.029,"[OCCUPATION], We [ORGANIZATION] [ORGANIZATION]."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,45.429,49.184,This is [PERSON_NAME].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,49.584,51.067,How may I help you?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,51.467,59.5,"Hey, [PERSON_NAME], I have a developing crack coming across my windshield from a rock coming up off the highway."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,59.9,62.311,I'm sure you've never heard that before.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,62.711,65.773,So I'm wondering how do we fix this thing?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,66.173,67.838,What do we do?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,68.238,73.199,"Right, so first, do you know the approximate size of the damage?"
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,73.599,76.383,The length of the crack?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,76.783,78.032,"Yes, sir."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,78.432,83.531,"I would say it's about, at this point, 16 inches."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,83.931,88.753,Okay.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,89.153,90.402,Right.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,90.802,94.835,So that would definitely need to be a windshter replacement.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,95.235,102.563,So what we can do to get that started for the price and the turn on time would be if you had the VIN number.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,102.963,104.212,All right.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,104.612,109.157,"And I'm staring at it, so let me read it out to you."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,109.557,111.125,"Yes, could."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,111.525,112.955,All right.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,113.355,118.967,[VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,119.367,125.394,[VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,125.794,130.573,[VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,130.973,134.078,[VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,134.478,140.74,[VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,141.14,144.853,[VEHICLE_ID] [VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,145.253,151.696,[VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,152.096,158.454,[VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID] [VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,158.854,161.265,[VEHICLE_ID].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,161.665,162.914,Right.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,163.314,166.739,And thats for [DATE_INTERVAL] Civic.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,167.139,168.345,Yes.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,168.745,170.228,And the hatchback.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,170.628,176.933,"All right, so if you give me one second here, we can see if we can get that part and the price for you."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,177.333,179.467,"Okay, I'll be right back."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,179.867,181.158,"Hello, sir."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,181.558,184.289,Hy there.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,184.689,186.354,Thank you for holding.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,186.754,193.997,So it looks like we do have that price for you as well as we did notice that the windshield does have the lane departure.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,194.397,199.774,So that means it would need to be calibrated here at our shop in [LOCATION].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,200.174,203.929,So that would bring you to a total [TIME] even.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,204.329,208.874,[TIME].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,209.274,210.523,"Yes, sir."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,210.923,214.497,"And when's the first available time you can do that, I believe."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,214.897,216.38,One second.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,216.78,219.373,We can take a look at our schedule.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,219.773,221.672,Right.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,222.072,225.273,So I believe we can get that done as soon as tomorrow.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,225.673,229.247,Between looks like a [TIME] and [TIME].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,229.647,234.661,"Yeah, I just don't know my schedule is going to allow for that."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,235.061,239.744,Right now I'm under the wire for more things than I can begin to explain.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,240.144,241.627,Hu okay.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,242.027,243.735,But that will work?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,244.135,245.383,Yes.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,245.783,247.032,Today?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,247.432,248.819,Presently.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,249.219,250.468,Shoot.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,250.868,252.671,I just don't know.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,253.071,257.851,But I do have a question to give me time to get out to [LOCATION].
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,258.251,262.283,"I work in [LOCATION], so it's not far."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,262.683,265.319,But where in [LOCATION] are you?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,265.719,271.607,So I can re right off a [LOCATION] [LOCATION] [LOCATION] exit.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,272.007,273.299,Right.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,273.699,275.737,I know where you're at.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,276.137,282.537,"So this thing has advanced, oh, almost 2 inches in the past, like [DURATION] [DURATION]."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,282.937,288.549,So how do I slow it down or what happens when the crack reaches all the way the top of the glass?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,288.949,291.733,This seem'going to break in half on me or what?
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,292.133,293.339,Right.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,293.739,297.772,So it would kind of depend on the frequency when you drive it more.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,298.172,301.97,Feel like the pressure of the speed you going.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,302.37,310.029,"So I would say to kind of stop that to see if you can drive less, but for it to keep spreading, it'll happen the more you drive it."
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,310.429,311.817,Right.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,customer,312.217,315.001,So I'm thinking to drive to [LOCATION] even.
0a1dbad1b56e49feb0ae9facf6c5c948_transcript_labeled.wav,agent,315.401,319.669,How can I try to prevent this crack from spreading before I get to [LOCATION]?
